Lyrics,Mood
"Yeah, Baby K
Ho perso il conto di quanti viaggi ti fai
Quanti kilometri senza partire mai
Io cerco il mare mentre tu cerchi il Wifi
Quest'estate cosa fai, faccio di tutto
Prendo e mi butto (eh)
Gli ultimi posti in aereo
Palme che toccano il cielo
Foto con hashtag io c'ero
Andale andale
Portami giù dove non si tocca
Dove la vida è loca
Su una ruota
Questa notte è nostra
Faremo come il vento
Da zero a cento
Portami giù dove non si tocca
Dove la vida è loca
Andiamo a ruota
Questa notte è nostra
Faremo come il vento
Da zero a cento (zero a cento)
Da zero a cento (zero a cento)
Maracaibo, sei del mattino
Un cappuccino e tuffo sul lettino
Hola papito, no hablo español
Andale andale
Altro festino, cervello nel frigo
Quanto sei figo capisci che dico
Sarai un tattoo di cui mi pentirò
Andale andale (rrrraat)
A casa in un posto straniero
Dal cielo cade un desiderio
A cento partiti da zero
Andale andale
Portami giù dove non si tocca
Dove la vida è loca
Andiamo a ruota
Questa notte è nostra
Faremo come il vento
Da zero a cento
Portami giù dove non si tocca
Dove la vida è loca
Su una ruota
Questa notte è nostra
Faremo come il vento
Da zero a cento (zero a cento)
Da zero a cento (zero a cento)
Da zero a cento (zero a cento)
Salta sulle spalle tra la gente
Sono un battito che sale e che ti prende
Se fuori c'è la notte che si accende
La mia è un estate che ricorderò per sempre
Salta sulle spalle tra la gente
Sono un battito che sale e che ti prende
Sei una musica che brucia sottopelle
Sai che l'estate può durare anche per sempre
Andale andale
Portami giù dove non si tocca
Dove la vida è loca
Andiamo a ruota
Questa notte è nostra
Faremo come il vento
Da zero a cento
Portami giù dove non si tocca
Dove la vida è loca
Su una ruota
Questa notte è nostra
Faremo come il vento
Da zero a cento (zero a cento)
Da zero a cento (zero a cento)",Happy
"Non chiami mai ma scrivi solo se le ore sono piccole
Scusa se rido ma so già il motivo delle tue visite
Ho venti notifiche e sono già le 3
So già che sarai tu
Con qualche scusa che
Mi farà ridere
Pur di assaggiare il menù

Una settimana fa non ti avrei mai detto no
Ti avrei dato un altro po' anche quello che non ho
Una settimana fa non ti avrei mai detto no
Ma non chiedi come sto chiedi solo se ci sto
Una settimana fa
Sarei stata ancora qui ad aspettare non so chi
Io sono il piano A
E non un lato B
Dammi un buon motivo per dirti si

Non servono grandi parole
Iniziano con A
Qua non si tocca mai il cuore
Si tocca la-a-a
No non puoi entrare nel mio cuore wanne be latin lover
Solo nei messaggi under cover sai che puoi arrivare al dessert
Tu comincia dall'entrè
Quale tarallucci e vino noi finiamo col Moet
Ho già una macchina una casa non sai
Tu non hai niente che non procuri da me
Ti serve un upgrade un buon motivo per dire di si

Una settimana fa non ti avrei mai detto no
Ti avrei dato un altro po' anche quello che non ho
Una settimana fa non ti avrei mai detto no
Ma non chiedi come sto chiedi solo se ci sto
Una settimana fa
Sarei stata ancora qui ad aspettare non so chi
Io sono il piano A
E non un lato B
Dammi un buon motivo per dirti si

Una settimana fa
Sarei stata ancora qui ad aspettare non so chi
Io sono il piano A
E non un lato B
Dammi un buon motivo per dirti si
Un buon motivo
Ancora qui
Un buon motivo
Dammi un buon motivo per dirti si",Sad
"Se lo shopping fosse sport sarei Usain Bolt
Sparo soldi come fossero proiettili da un colp
Sono danni giganti all'arrivo dei saldi
Ci senti correre sui tacchi tipo mandria d'elefanti
Caccia di stagione, lo shopping è religione
Io e la mia banda, Femmine Alfa, belve dalle compere
Senti la mandria
Un corpo tormentato dalla Standa alla Nasdaq
Se lo shopping fosse arte sai che poesie
Consumiamo più carte che calorie
Dimmi saldi dico danni, profezie
Ho più decoltè che anni, scarpe di

Gucci, Gucci, Louis, Louis, Fendi, Fendi, Prada
Tengo grande stile ma nel portafoglio nada
Gucci, Gucci, Louis, Louis, Fendi, Fendi, Prada
Nulla da ridire ma alla fine vesto Zara
La sveglia di mattina suona forte suona Dindi
La mattina ha l'oro in bocca assapora Dindi
Il tempo è denaro è l'ora di fare Dindi
Quindi, dio Denaro, fai piovere quei
Dindi dalla slot machine (fai piovere)
Dindi dalla slot machine (fai piovere)
Dindi dalla slot machine
Dio Denaro non fare l'avaro, portami shopping!

Ho un debole al cuore per un tacco da killer
Non è un tallone, ma un tacco d'Achille
La borsa senza fondo, si signora Poppin
Sento l'eco quando vedo il conto in banca
E mi chiedo ""C'è nessuno?""
Lunedi' io taglio fuori Haters tipo doppie punte
Martedì ceretta
Mercoledì le unghie
Giovedì perfetta
Venerdì lo show
Una sauna stilosissima quando me ne andrò

Gucci, Gucci, Louis, Louis, Fendi, Fendi, Prada
Tengo grande stile ma nel portafoglio nada
Gucci, Gucci, Louis, Louis, Fendi, Fendi, Prada
Nulla da ridire ma alla fine vesto Zara
La sveglia di mattina suona forte suona Dindi
La mattina ha l'oro in bocca assapora Dindi
Il tempo è denaro è l'ora di fare Dindi
Quindi, dio Denaro, fai piovere quei
Dindi dalla slot machine (fai piovere)
Dindi dalla slot machine (fai piovere)
Dindi dalla slot machine
Dio Denaro non fare l'avaro, portami shopping!",Happy
"Baby K
Con il mio ego: gemelle
Le mie sorelle? Caramelle
Opere d'arte, best seller
Hell's angel hmmm che selle!
Mi hanno detto "" Baby ne vedrai delle belle""
Ho risposto "" Non serve che mi dici niente""
Buttafuori alla porta in attacco in tiro col tacco
Di tacco: Rudy Feller!
Entriamo: il degrado
L'ex sul divano col drink annacquato
Ho la pelle d'oca
Lei è un'oca a pelle
Due baffi così: bella Tom Selleck!
Faccio finta di niente
Ma che pacco: DHL
Se gli sguardi potessero uccidere
Sarei morta da un tot
Al primo shot!

Madh
A prayer for the dummies dancing at the disco
Wood clones like machines under a hypno
Syndrome. Everybody drunk of hateness
Alcohol fulla fulla fulla fakeness
Fulla fakeness X3

Baby K
Tu mi odi?
Sono lo specchio
E io ti amo
Per dispetto
Tu stai fuori
Torna presto
La tua opinione? Chi te l'ha chiesta!
Stacco gli occhi di dosso
E li metto nel cocktail adesso
Presi male nel posto
Come Tina Cipollari:""No Maria io esco!""
E' guerra aperta
Amiche in allerta
Pronti partenza
Al mio tre si twerka
Si che lo scuoto
Scatta una foto
Le chiappe in moto
Pare un terremoto!
Volano unghie finte, extension
E verso la fine pari Marylin Manson
Siamo nel party
Che ore sono?
""Le sei bacardi""
Abbandono

Madh
A prayer for the dummies dancing at the disco
Wood clones like machines under a hypno
Syndrome. Everybody drunk of hateness
Alcohol fulla fulla fulla fakeness
Fulla fakeness X3

Army of animatronics
People gettin' bionic
Spending their time thinking about the way to spend da money
But honey honey honey
You ain't sweet like honey
You more bitter than a coffee without sugar honey
Don't try to be something that you're not ready to be
Because the originality is just for people like me
Put your fucking bitches into the black party
Tell'em to shake their body cuz every fucking body wanna see
Every fucking body wanna see X2
(Chorus: Madh)
Fakeness",Sad
"Lo ho conosciuto da poco
Spiccava la sua foto
Dentro al solito social
Era amore al primo effetto: Lo amo!
""Ehhh... che ti devo dire, io, bo?""
Dio benedica la Polaroid
""Eh! Tipo così""
Colpo di fulmine, boom boom boom
Campa di birra artigianale e drum
Esperto di sushi pure dim-sum
Non ho capito un c. dal curriculum
Non so cosa fa ma è un tipo ben visto
È più fico tra gli amici con la bici a scatto fisso
Con quella barba pare più saggio
Ricorda un personaggio, Gesù sei tu?
Ma vacci piano, ti siedi sul divano
È un tipo importante, lo stato da Milano
E' vegano, ok lo so
Ma anche scrivere su un blog è considerato sport?
Scollo otto e magliette rock
Mamma si chiama vintage e non retrò
Hello!
Mocassino che svela il calzino sul serio
Anche nonno sarebbe fiero

No, no, non non guardarlo male
Se l'ho invitato al pranzo di Natale
Ma mi sono innamorata di un hipster yeah
Yeah, yeah, yeah, yeah
Mamma perdono
È tutta colpa di Twitter

Mettimi in tuo cd jazz di New Orleans
Se il tuo cuore è grande così
Pensa negli skinny jeans
Ok, ok tu sei il new James Dean
Ma tipo con dei baffi assurdi però
Yeah, yeah, yeah, yeah

Hipster chic con la hipster click
Quanto c'ho da fare con il tuo iphone six
Sei un tecnofreak e sorridi di rado
Oggi si perché andiamo ad americana travel
Oggi è il tuo compleanno, ah
Ti regalo un tatuaggio, ah
Un bel triangolo sopra il braccio messo a cazzo, ah
Che piacere lei è la tua amica
Le è morto il gatto o è solo lei che se la tira
Regina di tutte le feste più cool
Non sorride più per i troppi shatush
Ora giuro che la smetto
E fammi un sorriso
Mi piaci su Pinterest, Tumbler, Twitter
Mi escludi dai selfie, sei selfish, hipster

No, no, non non guardarlo male
Se l'ho invitato al pranzo di Natale
Ma mi sono innamorata di un hipster yeah
Yeah, yeah, yeah, yeah
Mamma perdono
È tutta colpa di Twitter
...
No, no, non non guardarlo male
Se l'ho invitato al pranzo di Natale
Ma mi sono innamorata di un hipster yeah
Yeah, yeah, yeah, yeah",Sad
"I miei soldi sono rosa perchè sono self made
Sti ragazzi vanno a ruota con i meme di Baby K
Il bastone o la carota dipende da chi sei
Tatuaggi di canzoni con la firma baby (baby, baby)

Salta dentro la mia SUV angelo azzurro ha l'anima blu (okay)
Mi chiede dove stiamo andando dico la luna, pure più su (hey, yeah)
Vuole una vita da icona tanto non serve il diploma
Regina di cuori coi sogni su Insta con la pesca in vista (hey, yeah)

Quando sarò grande sarò un'icon
(Mi dice) Britney, Amy, Whitney oppure Michael
(Mi dice) tutte le ambizione dentro l'iPhone
(E dice) Marylin, Madonna, Billy Idol

Con gli occhiali da sole e una corona
La mia generazione è un'icona

Ho vissuto nove vite, fatto mille danni, salutato i grandi (ahh)
Invocato i santi, ho spaccato i palchi anche fino a tardi (ahh)
Le mie pene ai pianti, la mia vita agli altri, saziato la discografia (fia)
Io Davide contro Golia, risorta come il Messia, scaramanzia (eh)

Dalla cameretta al camerino, da una sola fetta al bottino
Quatro continenti nel rullino, cento K in Francia ora rido
È una soap opera d'arte, scegli Da Vinci o Dante
Si nasce e si muore in parte, un'icona vive in eterno diamante (oh yeah)

Mamma non mi vedi sono un'icon (okay)
Dentro i sogni Biggie, Whitney, Michael (okay)
Morirò cantando sopra un palco (okay)
Marylin, Madonna, Billy Idol

Con gli occhiali da sole e una corona
Nuova generazione nuova icona

Mamma non mi vedi sono un'icon (okay)
Dentro i sogni Biggie, Whitney, Michael (okay)
Morirò cantando sopra un palco (okay)
Marylin, Madonna, Billy Idol

Con gli occhiali da sole e una corona
Nuova generazione nuova icona",Happy
"Mi piaci solo senza trucchi
 Mi piace se li perdi tutti
 Mi piaci anche senza nome
 Mi piace quando non si dorme

Ti piaccio soltanto se appesa al tuo raccio
 A fianco a te e il tuo oro e cartier prendi pezzi di me
 Uno tira l'altro, ma io tengo l'ultima parte del puzzle
 Potrei pagare tutto e andare via

Un gesto netto, addio, e poi a fanculo

Senza noi non siete niente
 Senza noi voi siete perse
 Ogni donna da sola vale
 Ma ogni uomo fa da se ene o male uguale prima o poi
 Killer
 Killer

Mi piace se diventi killer
 E se hai cose da dire dille
 Mi piace, anzi mi esalta
 La personalità tua alfa

Dici che ogni certezza ci uccide
 Che l'uomo vive attraverso le sfide
 Dici che sai che ti porterò i guai
 Con la faccia da rava e il cuore per strada mi fai

E paghi tu per tutti e poi vai via

Senza noi non siete niente
 Senza noi voi siete perse
 Ogni donna da sola vale
 Ma ogni uomo fa da sè ene o male uguale prima o poi
 Killer
 Bene o male uguale prima o poi
 Killer

Piano è lo scenario tipico
 Mi rincorri e con te non è stalking

Piano c hai consumato il rito e
 Senza fede la vita tua procede

Diserta il tuo nascondiglio e fatti guardare meglio
 La gente pretende e vuole vedere la ragazza killer

Se io corro, tu mi segui
 Se ritorno, ti risiedi
 Sono il mostro, tu mi hai creato
 Un reato del cuore è il più grande peccato

Senza noi non siete niente
 Senza noi voi siete perse
 Ogni donna da sola vale
 Ma ogni uomo fa da se ene o male uguale prima o poi
 Killer
 Bene o male uguale prima o poi
 Killer

Se questo è amore
 La storia è un thriller
 Chi è la vittima?
 Chi sarà il killer?
 Se questo è amore
 La storia è un thriller
 Chi è la vittima?
 Chi sarà il killer?",Sad
"Rimorsi dentro il portabagagli
Speranze dentro il cruscotto
Sostanze sotto il ferretto
Amore, attento al posto di blocco
Tesori nel mio giubbotto
Il palmo contro il malocchio
Colletta per la benzina
A 180 all'ora, adrenalina!

Scappiamo dalle cose a cui non gli diamo nome
Oggi la pioggia non si vede, ma riconosco il suo rumore
Dimentica chi eri, come la Luna fa col Sole
E culla i miei pensieri, ma fai gridare il mio motore
Chissà cosa diventeremo
Io felice, tu sincero
Dammi un bacio alla frontiera e giura non guardare indietro
Ora che siamo liberi dimmi cosa ci tiene (cosa?)
L'amore è un dolce suicidio come il canto delle sirene

Chiudimi gli occhi, baciami e dimenticherò chi ero
A 180 all'ora in una vecchia Alfa Romeo
Portami là su
Kiss kiss bang bang nella macchina
Più su
Kiss kiss bang bang
Baby premi sul gas

Rimorsi dentro il portabagagli
Speranze dentro il cruscotto
Sostanze sotto il ferretto
Amore, attento al posto di blocco
Tesori nel mio giubbotto
Il palmo contro il malocchio
Colletta per la benzina
A 180 all'ora, adrenalina!

Io e te a squarciagola
Baci viola, erba buona
Noi quella cattiva, calpestata da una vita
Coi sogni dei fuggitivi e i soldi dentro i calzini
Gridando dai finestrini
""Non ci avrete mai vivi!""

Via da qua, spingi sul gas
Siamo liberi, siamo liberi
I nostri nomi sopra il finestrino
Il tuo petto come il mio cuscino
Tutto ciò che abbiamo siamo noi e questi spiccioli
Siamo liberi, siamo liberi
Salutando i fantasmi dalla macchina
Kiss kiss bang bang
Baby premi sul gas

Chiudimi gli occhi, baciami e dimenticherò chi ero
A 180 all'ora in una vecchia Alfa Romeo
Portami là su
Kiss kiss bang bang nella macchina
Più su
Kiss kiss bang bang
Baby premi sul gas
Premi sul gas, premi sul gas
Premi sul gas, premi sul gas",Happy
"Chiamami baby, ma sono cresciuta
Self name compiuta, cocciuta, scena muta
Rilascio di stucco, medusa
Che serve una musa ad ogni artista
Il riflesso ad ogni egoista
Le bollicine dentro al cristal
Qualcuno che mi mandi in fissa

Non mi serve un maggiordomo
A me piace un gentiluomo
Che abbia orgoglio nel lavoro
E sappia farcela da solo
Spenga fuoco sotto il lenzuolo
Che sia forte e silenzioso
Tutto quello che ho da dire lo leggi chiaro tra le righe

Serve più del cartier
Più del bouquet
Più del tuo tavolo nel tuo privè
Impressionare me? Non è affatto facile!
Solo tu e tutto questo
Mi hai mostrato il tuo rispetto
Hai preso il gesso c'hai fatto una X
Sopra il mio cuore il gioco del tris
In un mondo di chiacchere taci
Dove gli affetti son solo fugaci e a darsi un tono son tutti capaci
Immagino come son fatti i tuoi baci
Hai ragione sei qua, hai lo stile che mi fai
Sei arrivato fino a qua, benvenuto nel mio club

Fammi vedere che belvedere
Puoi avvicinarti ma lasciati le sneakers
Prova il cappello, prendi il tuo tempo
Siediti sul mio letto e lasciati le sneakers
Siamo persi baby
(fuori dalle righe)
Appiccicami baci addosso
(come mille stickers)
A un corpo che ti parla quindi
(accendimi gli stickers)
E lasciati le sneakers

Ma chi ti giudica? Non farò la pudica
Un po' di musica Maestro! Uh!
Voglio parlare di te, faccio un altro caffè
Sei pronto per il dessert? Intendo me!
Il mondo è cosi freddo, portiamoci al riparo
Un po' di zucchero lo metto se ti ha lasciato un po' di amaro
Lo show privato è iniziato, tu non correre e vai piano
Sei illegale io farò il palo, l'ottavo cielo dal mio divano

Ti do una mano se inizi lo strip, parlo di te, tu pensavi parlassi di chi?
Al massimo posso insegnarti dei trick, ma tutto qui!
Porto lo chic nella street
Lo strip nella suite
Kiss kiss e tu vai in tilt
Una X sopra una bitch e
Dopo that's it, tu!

Ogni singola curva reggiti forte, montagna russa
Sono il pessaggio tu sei la bussola, poesia rustica
Come Trilussa
Hai ragione sei qua, hai lo stile che mi fai
Sei arrivato fino a qua, benvenuto nel mio club

Fammi vedere che belvedere
Puoi avvicinarti ma lasciati le sneakers
Prova il cappello, prendi il tuo tempo
Siediti sul mio letto e lasciati le sneakers
Siamo persi baby
(fuori dalle righe)
Appiccicami baci addosso
(come mille stickers)
A un corpo che ti parla quindi
(accendimi gli stickers)
E lasciati le sneakers
Siamo persi baby
Fammi vedere che belvedere
Puoi avvicinarti ma lasciati le sneakers
Prova il cappello, prendi il tuo tempo
Siediti sul mio letto e lasciati le sneakers",Happy
"Baby K
È il ritorno di un re
Yeah
Parlo di me
Super mega iper
Il disco parla da se
La sposa del rap
Questo è il lancio del bouquet
Un bacio alla francese senza
S'il vous plait
Roba buona nella salopette
Da gourmet
Veleno nel guepierre
Lo lascio per dessert
Lascio lo sposo al bar
Ignaro del pericolo
Si fa di shots come fosse
Al poligono
Io non divorzio
Lo uccido e vado a Santa Fe
Vedova nera di una scena che
Non sa chi è
Se i giornalisti
Si chiedono perché
Legittima difesa
Uccido lui o lui uccide me

Yeah ho la licenza di uccidere
Yeah ho la licenza di uccidere
Kiss bang bang kiss kiss bang bang
Ho la licenza di uccidere

Fred De Palma
Ho la licenza di uccidere
In un paese dove chi ti licenzia ti uccide
È insensibile li per ridere
Non c'è rivoluzione è V per Vipere
Se non uccidi vieni ucciso
Uccido per mangiare
Uccidentale
Guardiamo il grano fermentare
E vado St. Vincent, St Tropez
Sankt Moritz Santa Fe
Beh Beh che stinco di santo è?
Cresciuto sopra il battistrada
Con i pacchi in strada
Se non nasci Facchinetti
Poi è una sfacchinata
Sono partito dagli spalti
Neanche la panchina
E adesso manco chiudo sta quartina

Baby K
Yeah ho la licenza di uccidere
Yeah ho la licenza di uccidere
Kiss bang bang kiss kiss bang bang
Ho la licenza di uccidere

Puntino rosso in fronte al tuo clichè
Mi siedo e bevo Cabernet
Un rosso del 93
Chiedo il bis al somelier
Seduta al tavolo
La Mona Lisa è sorridente
Brindisi col diavolo agli
Occhi della gente
Osservo volpi arrampicarsi
All'uva
Dicono sia acerba
Allissciarsi a vicenda
Accontentarsi della merda
Fare fila al banchetto
E criticare il prelibato
Farsi forti nei salotti e mai
Finire all'atto pratico
Io non divorzio
Lo uccido e vado a Santa Fe
Vedova nera
Di una scena che non sa chi è
Io non negozio
Ne patti e ne forfait
Legittima difesa uccido lui
O lui uccide me

Yeah ho la licenza di uccidere
Yeah ho la licenza di uccidere
Kiss bang bang kiss kiss bang bang
Ho la licenza di uccidere",Sad
"Stavo cercando qualche cosa, non ricordo più
Stavo guardando il mio riflesso dentro la tv
Sognavo palme e macchinoni nella avenue
E poi bruciare tutti i soldi dentro il barbecue
Che fatica, che fatica, siamo qui da ore
Aspettando che qualcuno faccia uscire il sole
Commercialista voglio alzare il mio tenore
Ma faccio troppe scelte in base al mio umore
Imbottiglio i pensieri e bevo alla goccia
Faccio i monologhi dentro alla doccia
Questa città ormai è mamma chioccia
E da qualche parte qualcuno lì sboccia
No no, mi è partito il treno, non so se ritorno
Ti racconto i miei segreti se tu prendi i popcorn
I tuoi occhi sono il mio salotto

Perché mi faccio i film
Mi faccio troppi film
Questa notte non ho sonno
So che a volte penso troppo
Quindi mi faccio i film
Mi faccio troppi film
I miei segreti nel salotto
Cuori guasti e popcorn
Cuori guasti e popcorn

Siamo topi dentro un labirinto
Gratto la serata e dopo vinco
Dentro il letto no non ho mai finto
Quella tipa sulla pagina ha il culo finto
Non vale, non vale
Alle elezioni non so chi votare
Non vale, non vale
In ascensore non so che faccia devo fare
Prendo le scale e ho una punta con gli Dei
Tu mi hai tirato una macumba triplo sei
Siamo immersi nella giungla agli Alisei
Vai rincorri i tuoi sogni se non sono i miei
Mi affaccio da questi balconi
E salto alle conclusioni
Fammi fumare 'sti fiori
Che dormo sugli allori
Sorry not sorry

Perché mi faccio i film
Mi faccio troppi film
Questa notte non ho sonno
So che a volte penso troppo
Quindi mi faccio i film
Mi faccio troppi film
I miei segreti nel salotto
Cuori guasti e popcorn
Cuori guasti e popcorn

Film, perché mi faccio i film
Questa notta non ho sonno
So che a volte penso troppo
Mi faccio troppi film
Mi faccio troppi film
I miei segreti nel salotto
Cuori guasti e popcorn
Cuori guasti e popcorn

(Film)
Questa notta non ho sonno
Perché mi faccio i film
Mi faccio troppi film
I miei segreti nel salotto
Cuori guasti e popcorn
Cuori guasti e popcorn

Film, perché mi faccio i film
Questa notta non ho sonno
So che a volte penso troppo
Mi faccio troppi film
Mi faccio troppi film
I miei segreti nel salotto
Cuori guasti e popcorn
Cuori guasti e popcorn

(Film)
(Perché mi faccio i fi-)",Happy
"Ho le curve del sud fino a Taranto
Ho più curve di tutto lo stadio
Mille cuori sotto il palco
Mani in alto
Muovi il tuo bacino come fai con l' hula hoop
Già, mi disegnano così
Brava ragazza, cattive abitudini
Il futuro che sparisce come Houdini
Preghiamo che ce la faremo fino a lunedì
Un filo logico e la gente inciampa
Non fare passi più lunghi della tua gamba
Lo dice mamma: ""Baby stai calma!""
Ho risolto cambiando gli standard
E ora ballo la samba
Fino all'alba
Nella rambla
Finché la mia gente canta
Sono in piedi su una nuvola come (?)
Il grande salto
La mia gente sotto il palco
Presa bene come fosse domenica
Ehi, come va? Bella raga
Ehi, tu la senti la squadra?
Spacca tutto, stattene la casa

Nuvole viola
La testa vola
La mia gente tuona
Senti come suona
A squarciagola
Dillo a squarciagola
La mia gente è sotto il palco e fa la ola (fa la ola)
E fa la ola (fa la ola)
La fa la ola
Con tutte e due le mani in alto e fa la ola (ola)
E fa la ola (ola)
E fa la ola (ola)
La mia gente sotto il palco

Non accettare mai sogni dagli sconosciuti
Né consigli sull'amore dalle groupie
Politici che fanno chiasso, popoli muti
I successi di cagarli mai pervenuti
Gli occhiali sulla mappa operativa
Dimmi solo dove Kahlo come Frida
La mia gente local grida: ""Vida loca""
Tipo tori scatenati nella tua corrida
Sulla linea di confine corro forte
A metà strada tra il sole e la sorte
Dalla strada, i cortei, alla corte
E la mia gente corre come sulle torce
Pago la colpa (?) trombe
(?) come a Bombay
Sgancio bombe, vienimi a prendere
Ho il fuoco tra le mani, non lo puoi spegnere
Bar Barbie, (?)
Lascia tutti con la lingua fuori come Miley, yep
Sto vivendo un sogno la mia gente conta
Con le (?) a palla e i rosiconi (?)

Nuvole viola
La testa vola
La mia gente tuona
Senti come suona
A squarciagola
Dillo a squarciagola
La mia gente è sotto il palco e fa la ola (fa la ola)
E fa la ola (fa la ola)
La fa la ola
Con tutte e due le mani in alto e fa la ola (ola)
E fa la ola (ola)
La fa la ola (ola)
La mia gente sotto il palco",Happy
"Yo, Baby K

Vestiti in fretta perchè ho voglia di far festa
Sai non importa il trucco, la bellezza è in testa
Abbiamo visto il cielo piangerci addosso
Perciò balliamo ora che il sole è il nostro
Voglio una musica che mi ricorda l'Africa
All'improvviso tutto il mondo cambia pagina
Innamorarsi con la luna nel mare
Partire e tornare

Senza sapere quando
Andata senza ritorno
Ti seguirei fino in capo al mondo
All'ultimo secondo
Volerei da te
Da Milano fino ad Hong Kong
Passando per Londra
Da Roma e fino a Bangkok
Cercando te

Stacca dal tuo lavoro almeno per un po'
La vita costa meno trasferiamoci a Bangkok
Dove la metropoli incontra i tropici
E tra le luci diventiamo quasi microscopici
Abbassa i finestrini voglio il vento in faccia
Alza il volume della traccia
Torneremo a casa solo quando il sole sorge
Questa vita ti sconvolge

Senza sapere quando
Andata senza ritorno
Ti seguirei fino in capo al mondo
All'ultimo secondo
Volerei da te
Da Milano fino ad Hong Kong
Passando per Londra
Da Roma e fino a Bangkok
Cercando te

Anche i muri di questa città mi parlano di te
Le parole restano a metà e più aumenta la distanza tra me e te
Giuro questa volta ti vengo a prendere
Senza sapere quando

Volerei da te
Da Milano fino ad Hong Kong
Passando per Londra
Da Roma e fino a Bangkok
Cercando te",Happy
"Sogni d'oro a te
Amore buonanotte
Buonanotte buonanotte
Li ho dedicati a te
Allora buonanotte
Sogni d'oro e di platino

Ho pensieri nel cuscino
Stanotte dormono con me
Ma terrà la luna accesa
E la porta aperta a te
Ci vorrebbe il mare che mi fa calmare perché sa colmare
Una casa al mare una casa al mare
Anche per ricordare che
L'America che non è una scoperta
Che Colombo si era solo perso
Ti penso e alla fine non ti cerco
I miei sogni sono troppo grandi
Per questa casa e tutti questi palchi
E alla fine degli applausi c'è il silenzio

Sogni d'oro a te
Amore buonanotte buonanotte buonanotte
Li ho dedicati a te
Allora buonanotte
Sogni d'oro e di platino
Sogni d'oro e di platino

Ho sognato che la musica
Non mentiva mai
Che non importa la destinazione
Ma solo con chi va
Fuori è carnevale fuori è carnevale
Tocca festeggiare
Ma sono in mezzo al mare sono in mezzo al mare
Qui prende male
Sempre in giro come i vagabondi
Meglio i sorrisi ai peggiori stronzi
In mezzo ai mari e monti io ti penso
I miei sogni sono troppo grandi
E metto sempre queste mani avanti
Ma alla fine degli applausi c'è il silenzio

Sogni d'oro a te
Amore buonanotte
Buonanotte buonanotte
Li ho dedicati a te
Allora buonanotte
Sogni d'oro e di platino

Questa canzone è dedicata a te
Tutta la vita sono qui per te
E alla fine devo ricordare
Di non aver paura di sognare
Questa canzone è dedicata a te
Tutta la vita sono qui per te
E alla fine devo ricordare
Sogni d'oro e di platino",Happy
